Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
1154;Päiväkoti Lempäälä;LIN02;Linnajärventie 2;Hoitoalan rakennukset;61,38326575868430;23,78112551335770;595.50;2016;;;51;418-424-9-1201;Linnajärventie 2;3499.00;F1-1;1,0;Yes;537.00;4.9.2019 14:13;;;10000891;Päiväkoti;Yes;
1154;Päiväkoti Lempäälä;LIN02;Linnajärventie 2;Hoitoalan rakennukset;61,38326575868430;23,78112551335770;595.50;2016;;;51;418-424-9-1201;Linnajärventie 2;3499.00;F1-2;1,0;No;21.50;24.7.2020 00:00;;;;Tekniset tilat;Yes;
1155;Kiillekujan päiväkoti;KII00;Kiillekuja 0;Hoitoalan rakennukset;63,11004875895230;21,64907268788050;434.50;2012;;;49;905-40-8-6;;1915.00;F1-1;1,0;Yes;379.50;4.9.2019 14:13;;;10000892;Päiväkoti;Yes;
1155;Kiillekujan päiväkoti;KII00;Kiillekuja 0;Hoitoalan rakennukset;63,11004875895230;21,64907268788050;434.50;2012;;;49;905-40-8-6;;1915.00;F2-1;2,0;No;23.50;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-01;0,0;Yes;130.50;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-02;0,0;Yes;60.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-03;0,0;Yes;64.50;4.9.2019 14:13;;;10000893;Muu;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-04;0,0;Yes;8.50;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-05;0,0;Yes;32.00;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-06;0,0;Yes;6.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-07;0,0;Yes;10.50;4.9.2019 14:13;;;10000893;Muu;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-08;0,0;Yes;10.50;4.9.2019 14:13;;;10000893;Muu;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-09;0,0;Yes;5.50;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-10;0,0;Yes;44.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-11;0,0;Yes;14.00;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-12;0,0;Yes;8.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-13;0,0;Yes;32.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-14;0,0;Yes;34.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-15;0,0;Yes;13.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-16;0,0;Yes;9.50;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-17;0,0;Yes;9.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-18;0,0;Yes;9.50;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-19;0,0;Yes;5.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-20;0,0;Yes;16.50;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-21;0,0;Yes;15.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-22;0,0;Yes;7.00;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-23;0,0;Yes;16.00;4.9.2019 14:13;;;10000893;Muu;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-24;0,0;Yes;48.00;4.9.2019 14:13;;;10000893;Varasto;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-25;0,0;Yes;11.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-26;0,0;No;9.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-27;0,0;No;10.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-28;0,0;No;14.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-29;0,0;No;10.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-30;0,0;No;4.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-31;0,0;No;11.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-32;0,0;No;8.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-33;0,0;No;25.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;B1-34;0,0;No;18.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-01;1,0;Yes;1222.00;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-02;1,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-03;1,0;Yes;20.50;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-04;1,0;Yes;9.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-05;1,0;Yes;10.00;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-06;1,0;Yes;13.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F1-07;1,0;No;17.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-1;2,0;Yes;1477.50;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-2;2,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-3;2,0;Yes;20.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-4;2,0;Yes;9.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-5;2,0;Yes;318.00;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-6;2,0;Yes;342.00;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-7;2,0;Yes;9.00;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F2-8;2,0;Yes;13.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-1;3,0;Yes;1471.50;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-2;3,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-3;3,0;Yes;20.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-4;3,0;Yes;9.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-5;3,0;Yes;9.50;4.9.2019 14:13;;;10000893;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F3-6;3,0;No;54.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-1;4,0;Yes;270.50;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-2;4,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-3;4,0;No;66.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-4;4,0;No;18.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-5;4,0;No;6.50;23.7.2020 00:00;;;;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-6;4,0;No;5.00;23.7.2020 00:00;;;;Huoltokäytävät;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F4-7;4,0;No;146.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F5-1;5,0;Yes;270.00;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F5-2;5,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F6-1;6,0;Yes;270.50;4.9.2019 14:13;;;10000893;Liiketila;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F6-2;6,0;Yes;12.00;4.9.2019 14:13;;;10000893;Julkiset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F7-1;7,0;No;76.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F7-2;7,0;No;20.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1156;Itsenäisyydenkatu 33;ITS33;Itsenäisyydenkatu 33;Hoitoalan rakennukset;61,48180824964160;21,79831207694170;9897.50;1989;;;55;609-5-41-5;Itsenäisyydenkatu 33;4225.00;F7-3;7,0;No;4.00;23.7.2020 00:00;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B3-01;-3,0;No;1797.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B3-02;-3,0;No;141.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B3-03;-3,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B3-04;-3,0;No;34.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B3-05;-3,0;Yes;11.00;4.9.2019 14:13;;;;Varasto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-01;-2,0;No;1950.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-02;-2,0;No;70.50;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-03;-2,0;Yes;8.50;4.9.2019 14:13;;;;Varasto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-04;-2,0;No;62.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-05;-2,0;Yes;7.50;4.9.2019 14:13;;;10001542;Varasto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-06;-2,0;No;24.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-07;-2,0;No;70.50;4.9.2019 14:13;;;;Muu;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-08;-2,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B2-09;-2,0;No;3.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-01;-1,0;No;711.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-02;-1,0;No;42.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-03;-1,0;No;47.00;4.9.2019 14:13;;;;Muu;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-04;-1,0;No;33.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
